Open,High,Low,Adj Close,Volume,class
722,724.25,705.5,670.724854,8585630,DOWN
698.900024,707.200012,698,667.173035,6951494,DOWN
696.5,700,687.75,654.812622,9973690,DOWN
696.349976,709.799988,696.349976,668.02533,10539902,UP
709.049988,712.950012,702.299988,666.699463,7362623,DOWN
705,710,699.299988,667.930725,7490916,UP
709.900024,714,705,675.176392,6495885,UP
712.799988,715,705,675.318481,6142171,UP
715.5,721.450012,710.5,675.555237,9692973,UP
711.75,712,685.099976,656.564941,14415826,DOWN
693.349976,705.150024,693.200012,661.205933,7334511,UP
705,707.25,686,654.102234,27253106,DOWN
694.25,697.650024,690.099976,658.980225,3861635,UP
699.099976,703.349976,694.049988,664.757751,4837683,UP
700.900024,702.299988,691.549988,659.548401,4262379,DOWN
703.099976,704,690.299988,656.09137,9383736,DOWN
692.700012,699.700012,688.549988,661.442688,5239013,UP
697,710.5,693.349976,671.387756,7427886,UP
706.450012,715.900024,703.799988,677.070679,4814422,UP
715.950012,720,709.599976,677.307495,5226096,UP
716,722.349976,714.25,679.343872,6435865,UP
713,718.5,710,676.78656,4457939,DOWN
716.599976,722.700012,713,682.943054,6043554,UP
718.5,720.700012,699.549988,664.994507,11112042,DOWN
700.349976,712.900024,700.349976,673.708374,10302412,UP
